Sample name	002-w000_S45	002-w046_S23	009-w046_S58	010-w000_p4_S10	012-w000_S56	013-w014_S69	018-w000_S12	029-w000_S67	029-w014_S78	029-w046_S2	035-w000_S24	039-w000_S80	041-w014_S1	042-w000_S16	044-w046_p4_S33	046-w014_S47	048-w046_S13	051-w000_p4_S44	054-w046_S35	073-w046_S34	080-w000_p4_S65	080-w046_p4_S21	083-w000_S27	083-w014_S38	092-w046_p4_S76	099-w014_S4	099-w046_S15	105-w000_S26	108-w000_S46	108-w046_S57	109-w000_S81	109-w046_S5	111-w000_S49	111-w014_S60	113-w000_S37	116-w000_S68	116-w014_S79	116-w046_S3	118-w000_S48	119-w000_S59	119-w046_S70	13-T106-T-DM-CH_S71	138-w014_S14	138-w046_S25	14-T106-T-DM-CII_S28	14-T106-T-DM-III_S17	14-T26-T-DM-CI_S6	14-T26-T-DM-II_S82	14-TM48-T-DM-CII_S50	14-TM48-T-DM-III_S39	145-w000_S36	15-T52-T-DM-CH_S41	16-T106-TTR-CII_p4_S32	16-T26-T-DM-CH_S61	16-TM48-T-DM-CH_S72	18-S0-TTR-CI_p4_S87	22-T106-T-DM-III_S83	22-T52-TTR-III_p4_S11	26-T26-T-DM-IH_S7	26-T52-TTR-CII_p4_S55	28-T26-T-DM-CII_S18	28-T26-T-DM-IIA_S29	28-T52-T-DM-CII_S40	30-S0-TTR-CH_p4_S66	31-S0-TTR-IH_p4_S43	31-T106-T-DM-CII_S9	500_p4H11_S88	500_p4H9_S86	C11-T-DM-CA_S30	C11-T-DM-SIG_S19	C13-T-DM-CA_S52	C14-T-DM-ILI_S63	C14-T-DM-SIG_S74	C15-T-DM-CA_S85	C16-T-DM-SIG_S20	C17-T-DM-CA_S31	C18-T-DM-CA_S64	C18-T-DM-ILI_S42	C18-T-DM-SIG_S53	C2-T-DM-CA_S51	C2-T-DM-SIG_S62	C20-T-DM-CA_S75	C3-TTR-CA_p4_S77	C6-TTR-CA_p4_S54	C7-T-DM-ILI_S84	C7-T-DM-SIG_S73	C9-T-DM-SIG_S8	C9-TTR-CA_p4_S22
Pusillimonas sp. T7-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pyrolobus fumarii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rahnella aquatilis	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rahnella sp. Y9602	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ralstonia pickettii	0	1	146	0	0	2	5	0	0	0	0	0	2	69	5	0	314	0	0	0	0	12	0	0	54	0	11	0	0	0	0	1	0	3	33	0	1	135	0	0	395	22	2	1	355	0	0	0	15	48	1	0	224	0	141	0	2	263	0	15	3	0	49	0	26	87	130	2	9	0	0	0	46	0	329	81	0	137	10	63	281	0	0	0	0	0	253	0
Ralstonia solanacearum	87	3	1283	0	1	26	377	2	0	0	360	21	271	552	605	672	1045	0	295	28	135	657	9	694	262	118	1787	409	0	665	0	1249	457	238	22	45	27	323	1	1292	1140	26	2521	12	380	356	79	286	706	891	152	1004	733	57	1136	5	143	1958	367	109	13	92	1032	1064	996	508	136	53	58	507	0	1629	457	757	1346	887	404	178	0	754	802	127	1	652	428	93	1201	4
Ramlibacter tataouinensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Raoultella ornithinolytica	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
Renibacterium salmoninarum	5	0	0	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	0	0	10	0	0	0	11	0	40	0	0	81	0	0	0	0	0	6	4	0	0	0	83	0	292	0	0	5	0	0	0	24	0	0	0	0	2	0	44	0	0	0	0	0	0	14	0	0	0	7	0	18	0	0	0	0	0	0	3	0	0	5	0	44	0	0	0	0	0
Rhodanobacter denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodobacter capsulatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rhodobacter sphaeroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Rhodococcus erythropolis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Rhodococcus jostii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	23	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus pyridinivorans	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodoferax ferrireducens	1	1	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodomicrobium vannielii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodopirellula baltica	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodopseudomonas palustris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	63	0
Rhodospirillum centenum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	5	32	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rhodospirillum rubrum	0	612	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	2	0	0	1	0	0	0	3	0	6	0	0	2	0	0	0	1	1	0	7664	0	0	0	1	0	248	0	2	4	0	1	0	2697	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Rhodothermus marinus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	4	0	6	0	0	5	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	3	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
Rickettsia akari	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rickettsia amblyommatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rickettsia canadensis	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rickettsia montanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Riemerella anatipestifer	0	0	0	0	33	2	0	1	0	0	0	0	0	0	4	4	0	0	0	21	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rivularia sp. PCC 7116	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Robiginitalea biformata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseburia hominis	16	178	4	0	57	16	0	0	4	4	6	35	727	1	1	2062	113	8	12	2	215	0	5	3	483	28	5	0	3	3371	1	992	3	27436	7	0	26	233	1	16	46	4	15	1287	94	151	385	31	3	47	112	45	454	39	113	0	4189	57	1542	94	16	53	2	12	40	0	0	0	0	2	11	16	4	158	3	390	44	332	66	127	1	3	18	278	17	12	14	2
Roseiflexus castenholzii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia dentocariosa	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	171	70	0	62	0	0	0	0	0	0	0
Rothia mucilaginosa	1	206	0	0	1	0	0	0	0	0	0	0	117	0	0	0	36	0	0	0	0	0	0	0	452	0	0	0	0	0	0	1	0	6	0	0	336	0	0	107	0	0	0	3	1	0	0	0	0	0	0	1	16	0	3	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	181	0	144	0	403	70	0	0	0	0	0	0	0	0	0
Rubinisphaera brasiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rubrivivax gelatinosus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rubrobacter xylanophilus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	5	1	0	0	0	0	0	7	0	29	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	4	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Ruegeria pomeroyi	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminiclostridium thermocellum	8	18	0	0	301	1	0	0	0	1	0	0	1	0	0	0	1	1	0	0	186	0	0	0	141	1	0	0	0	585	0	653	0	36	0	0	1	0	2	0	0	0	1	803	244	11	3	0	14	739	5	4	7	0	2	0	5	0	0	44	0	0	0	1	1	2	0	0	0	0	0	150	62	15	0	0	0	7	0	0	0	0	9	0	23	11	1	0
Ruminococcus albus	9	147	2	0	952	33	1	0	5	7	304	87	38	27	3	113	150	41	1	0	1080	6	1	10	994	402	1	25	0	764	2	1014	0	1691	5	1	8	43	6	20	2043	5	282	8539	330	420	27	8	124	255	26	10	2211	161	508	1	244	29	512	59	68	456	0	3	19	1	0	1	3	30	19	48	70	14	356	410	8	113	16	77	3	0	88	9	58	82	150	97
Ruminococcus champanellensis	198	88	1	1	3625	156	0	0	241	0	356	222	3	1	1	3	173	4	2	5	1538	0	2	0	10979	7	2	1	0	5852	0	19706	1	898	2	1	10	1	0	3	1338	11	6	599	285	969	1233	192	195	1563	440	11	13572	0	96	6	666	4	156	3851	3	9	2	8	1546	60	1	0	0	167	145	77	3	85	23	268	385	432	83	97	45	0	68	566	11	4	391	145
Runella slithyformis	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	1	0	1	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0
Saccharomonospora viridis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinibacter ruber	33	3	0	0	58	1	0	0	1	0	0	2	9	0	0	2	29	0	2	0	71	2	2	1	119	2	1	0	2	176	0	147	0	166	0	0	72	4	0	0	14	5	4	36	6	21	7	4	3	42	6	3	177	0	33	1	99	12	8	3	0	6	0	6	6	1	0	0	0	1	1	2	0	38	1	8	4	7	0	0	1	0	1	10	3	1	4	0
Salinispira pacifica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salmonella bongori	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	5	51	0	0	0	0	0	0	0	0	0
Salmonella enterica	620	40	0	0	0	0	0	0	1	0	3	0	44	1	0	618	155	0	1	17	1	0	0	0	900	0	648	18	1	2	96	9	33	171	0	69	299	18	2	0	7	78	9	60	0	1	52	22	5	12	3	47	3	0	2	55	598	10	134	0	11	19	0	380	81	0	0	0	0	0	0	2	3	4	0	1	23	32	2	5	13	0	7	86	16	0	0	0
Sanguibacter keddieii	0	0	0	0	0	0	111	0	1	0	0	0	2	0	0	0	0	3	1	45	3	0	0	0	4	0	6	0	0	2	0	7	0	22	0	0	9	0	0	7	1	0	0	11	1	2	5	0	0	1	1	9	14	0	40	0	3	0	5	0	0	0	0	22	2	0	0	0	0	0	2	0	7	3	0	0	0	1	1	0	1	0	1	0	1	0	0	0
Saprospira grandis	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sebaldella termitidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
secondary endosymbiont of Ctenarytaina eucalypti	119	9	0	0	0	0	0	0	0	0	0	0	17	0	0	141	43	1	0	9	2	0	0	0	217	3	108	0	0	3	8	6	7	50	0	6	86	7	1	1	1	6	3	19	0	0	7	2	0	4	1	11	10	0	3	15	77	2	26	0	3	2	0	96	18	0	0	0	0	0	0	1	0	2	0	0	0	8	0	0	1	0	2	37	7	0	0	0
secondary endosymbiont of Heteropsylla cubana	16	1	0	0	0	0	0	0	0	0	0	0	2	0	0	13	2	0	0	1	0	2	0	0	32	0	23	0	0	0	4	0	0	11	0	0	5	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	0	1	2	23	0	4	0	1	0	0	18	3	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	11	0	0	0	0
Sediminispirochaeta smaragdinae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Segniliparus rotundus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Selenomonas ruminantium	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	1	0	0	3	0	0	0	2	1	0	0	0	1	0	8	30	122	0	0	1539	43	0	0	0	0	0	5	0	0	5	0	0	5	3	0	89	0	1	0	20009	1842	3	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	4	1	0	1	0	0	0	0	4	53	0	0	0	0
Selenomonas sputigena	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	2	0	0	0	2	0	0	0	6	1	0	0	0	6	0	10	9	11	0	0	981	18	0	1	0	0	1	8	0	0	5	1	0	1	1	59	6	1	2	0	15767	1444	0	0	0	0	0	12	2	0	1	0	0	0	0	0	0	0	81	0	1	2	0	0	1	0	0	32	0	0	0	0
Serratia marcescens	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serratia plymuthica	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Shewanella baltica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shewanella denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shewanella frigidimarina	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shewanella oneidensis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shewanella pealeana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shewanella piezotolerans	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shewanella sediminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shewanella sp. MR-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shewanella violacea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Shigella boydii	117	3	0	0	1	0	0	0	0	0	0	0	1	0	0	47	16	0	0	5	0	0	0	0	74	0	49	1	0	0	0	0	4	31	0	0	42	1	0	0	0	2	0	12	0	0	2	3	1	103	2	5	0	0	0	4	33	0	15	0	0	1	0	22	6	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	1	7	1	0	0	0
Shigella dysenteriae	49	6	0	0	0	0	0	0	1	0	1	0	7	0	0	42	20	0	0	4	0	0	0	0	68	1	70	0	0	1	5	7	3	19	0	5	35	1	0	0	1	1	1	12	0	1	7	4	1	0	2	5	3	0	0	4	41	0	9	0	1	1	1	62	12	0	0	0	0	0	0	0	0	2	0	1	1	4	0	0	2	0	2	10	3	0	0	0
